Date,Symbol,Open,High,Low,Close,Adj Close,Volume
2021-11-01,APCX,13.299999999999999,13.299999999999999,11.114999999999998,11.685,11.685,7600
2021-11-02,APCX,11.875,11.875,11.114999999999998,11.114999999999998,11.114999999999998,6100
2021-11-03,APCX,9.975,9.975,9.975,9.975,9.975,200
2021-11-04,APCX,10.450000000000001,10.450000000000001,10.450000000000001,10.450000000000001,10.450000000000001,200
2021-11-05,APCX,11.875,13.299999999999999,11.875,11.875,11.875,13100
2021-11-08,APCX,11.97,12.255,11.685,12.255,12.255,3800
2021-11-09,APCX,11.5425,11.5425,11.5425,11.5425,11.5425,100
2021-11-10,APCX,12.73,12.73,11.685,11.685,11.685,200
2021-11-11,APCX,11.685,12.825000000000001,11.59,12.825000000000001,12.825000000000001,7900
2021-11-12,APCX,12.825000000000001,14.25,12.540000000000001,14.155,14.155,24400
2021-11-15,APCX,14.677499999999998,15.200000000000001,12.825000000000001,14.25,14.25,22800
2021-11-16,APCX,14.725,16.625,14.25,14.25,14.25,18900
2021-11-17,APCX,14.345,18.525,12.635000000000002,16.625,16.625,51100
2021-11-18,APCX,17.1,19.0,16.625,16.625,16.625,51400
2021-11-19,APCX,18.715,19.0,16.435,19.0,19.0,3000
2021-11-22,APCX,16.72,16.72,16.625,16.625,16.625,1800
2021-11-23,APCX,16.625,16.625,16.625,16.625,16.625,3300
2021-11-24,APCX,16.625,18.525,15.864999999999998,17.8125,17.8125,18700
2021-11-26,APCX,17.765,17.765,16.4825,17.1475,17.1475,1300
2021-11-29,APCX,18.43,18.62,16.245,17.29,17.29,3700
2021-11-30,APCX,16.9005,17.6225,16.9005,17.6225,17.6225,600
